,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow
1045,1,1,1,0,29.263013698630136,5.895890410958904,1,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1046,1,0,1,1,25.76164383561644,5.476712328767123,1,1,1,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1047,1,0,1,1,39.43287671232877,5.30958904109589,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1048,0,0,0,0,64.58904109589041,-1000.6657534246576,1,0,0,1,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
1049,1,0,0,0,30.019178082191782,4.476712328767123,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1050,1,1,1,0,28.745205479452054,7.7315068493150685,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1051,0,0,1,0,46.35616438356164,25.153424657534245,1,0,1,1,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1052,0,0,1,0,32.75890410958904,5.978082191780822,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1053,0,0,1,0,48.12876712328767,10.73150684931507,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1054,0,0,1,0,59.64931506849315,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1055,1,0,1,0,26.252054794520543,8.227397260273973,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1056,0,1,1,1,50.271232876712325,19.73972602739726,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1057,1,1,0,1,29.635616438356163,0.5561643835616439,1,0,1,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1058,0,0,1,0,54.67123287671233,16.986301369863014,1,0,0,0,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1059,0,0,1,0,36.37534246575343,4.391780821917808,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1060,0,0,1,0,25.92054794520548,1.2219178082191782,1,0,0,1,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1061,1,1,1,0,41.0958904109589,3.06027397260274,1,0,0,1,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1062,1,0,1,0,34.2,11.065753424657537,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1063,0,1,0,1,28.88219178082192,7.142465753424657,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1064,0,0,1,0,42.21369863013699,4.728767123287671,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1065,1,0,1,2,61.86849315068493,3.810958904109589,1,0,1,0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1066,0,0,1,0,43.38630136986301,8.312328767123288,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1067,0,0,1,0,61.5013698630137,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1068,0,1,1,1,33.07123287671233,1.9753424657534249,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1069,0,0,1,0,48.01643835616439,9.142465753424656,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1070,0,0,1,0,50.66575342465753,1.0602739726027397,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1071,1,0,1,0,52.98082191780822,4.6438356164383565,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1072,1,0,1,0,40.942465753424656,5.6438356164383565,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1073,0,0,1,0,43.72876712328768,17.81917808219178,1,1,1,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1074,0,1,1,1,35.912328767123284,3.558904109589041,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1075,1,1,1,1,37.99178082191781,8.479452054794521,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1076,1,0,1,0,33.54520547945206,8.065753424657535,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1077,1,0,1,1,45.96438356164384,8.98082191780822,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1078,0,0,1,3,41.32328767123288,4.558904109589041,1,0,0,0,5.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1079,1,0,0,3,33.07397260273972,3.895890410958904,1,0,0,1,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1080,0,1,1,2,59.72054794520548,-1000.6657534246576,1,0,0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
1081,1,0,0,0,27.84109589041096,3.895890410958904,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1082,0,0,0,0,59.89315068493151,-1000.6657534246576,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1083,1,1,1,0,52.50410958904109,10.47945205479452,1,1,0,0,1.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1084,0,0,0,0,27.295890410958904,5.13972602739726,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1085,0,1,1,0,47.12876712328767,4.895890410958904,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1086,0,0,1,0,47.77534246575343,0.3890410958904109,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1087,0,0,1,0,47.72602739726028,0.6410958904109589,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1088,0,0,1,0,61.04931506849315,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1089,0,1,1,0,59.84657534246576,-1000.6657534246576,1,0,0,0,1.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1090,0,1,1,3,31.13150684931507,1.9753424657534249,1,0,1,0,5.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1091,0,0,1,0,52.227397260273975,6.063013698630137,1,1,1,1,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
1092,0,0,0,2,42.11780821917808,6.391780821917808,1,0,0,0,3.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1093,1,1,1,0,33.59452054794521,0.9753424657534246,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1094,0,0,1,0,37.99452054794521,1.1369863013698631,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1095,0,0,1,1,42.64383561643836,23.991780821917807,1,0,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1096,0,0,1,2,33.35890410958904,14.564383561643837,1,0,1,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1097,1,0,1,0,24.057534246575344,1.641095890410959,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1098,0,0,1,0,63.63013698630137,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1099,1,1,1,2,36.706849315068496,8.227397260273973,1,0,0,0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1100,0,0,1,1,26.63013698630137,1.389041095890411,1,0,0,1,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1101,0,0,1,0,54.583561643835615,2.6410958904109587,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1102,0,0,1,1,27.816438356164383,1.641095890410959,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1103,0,0,1,0,60.32054794520548,-1000.6657534246576,1,0,1,0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1104,0,0,1,0,25.65205479452055,2.893150684931507,1,0,0,1,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1105,1,1,1,2,31.68219178082192,8.065753424657535,1,0,0,1,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1106,1,1,0,1,36.24657534246575,9.98082191780822,1,0,0,1,3.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1107,0,1,1,2,40.35890410958904,12.64931506849315,1,0,0,0,4.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1108,0,0,1,0,45.71506849315068,1.641095890410959,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1109,0,1,1,0,34.43835616438356,8.479452054794521,1,1,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1110,0,0,1,0,55.20821917808219,1.4383561643835616,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1111,0,0,0,0,62.87671232876713,-1000.6657534246576,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1112,1,1,0,0,40.64109589041096,10.446575342465753,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1113,0,0,0,0,48.83561643835616,23.04109589041096,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1114,0,1,0,0,40.78630136986301,5.945205479452055,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1115,0,0,0,0,50.95342465753425,11.112328767123287,1,1,1,0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1116,0,0,0,0,34.13972602739726,4.945205479452055,1,1,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1117,0,0,1,3,32.98082191780822,10.780821917808218,1,1,0,0,5.0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1118,0,1,1,0,55.92328767123288,14.868493150684932,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1119,0,0,1,0,56.8986301369863,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1120,0,0,0,1,53.92876712328767,32.964383561643835,1,0,1,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1121,0,0,1,0,52.0027397260274,8.10958904109589,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1122,1,1,1,0,53.84383561643836,31.046575342465754,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1123,1,1,0,0,41.72054794520548,12.197260273972605,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1124,1,1,1,0,46.87671232876713,2.356164383561644,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1125,1,1,1,0,48.0027397260274,1.2684931506849315,1,0,1,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1126,1,1,1,0,27.09315068493151,6.271232876712329,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1127,0,0,1,2,36.56438356164384,1.6027397260273972,1,0,1,1,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1128,0,0,1,0,51.84657534246576,-1000.6657534246576,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1129,1,1,1,0,48.293150684931504,13.194520547945206,1,0,1,0,2.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1130,0,1,1,0,35.75068493150685,17.53150684931507,1,1,0,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1131,0,0,0,0,59.78356164383562,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1132,1,1,1,0,51.76986301369863,4.550684931506849,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1133,0,0,1,0,60.58904109589041,-1000.6657534246576,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1134,0,1,1,0,58.52328767123288,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1135,0,1,1,0,58.64657534246575,-1000.6657534246576,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1136,1,0,1,0,53.17260273972602,12.473972602739726,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1137,0,0,1,0,63.38904109589041,-1000.6657534246576,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1138,0,0,0,0,57.367123287671234,-1000.6657534246576,1,0,1,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1139,0,0,1,2,28.92328767123288,0.2986301369863013,1,0,1,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1140,0,0,1,0,58.61369863013699,-1000.6657534246576,1,0,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1141,1,0,1,0,38.41917808219178,11.726027397260276,1,1,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1142,1,1,1,2,36.865753424657534,2.717808219178082,1,0,0,0,4.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1143,1,1,1,0,25.3972602739726,4.550684931506849,1,1,1,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1144,1,0,1,0,48.08219178082192,7.638356164383562,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1145,0,0,0,0,41.45205479452055,0.4657534246575342,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1146,0,0,1,0,64.66301369863014,-1000.6657534246576,1,0,1,0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1147,0,0,0,0,56.99452054794521,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1148,0,0,1,0,42.43287671232877,6.720547945205479,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1149,0,0,0,0,41.9972602739726,23.315068493150687,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1150,0,0,1,0,60.46027397260274,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1151,0,0,1,0,49.88219178082192,-1000.6657534246576,1,0,1,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1152,0,0,1,0,64.87123287671233,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1153,0,1,1,0,36.14246575342466,5.720547945205479,1,1,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1154,0,0,0,0,32.8054794520548,3.802739726027397,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
1155,0,0,1,0,55.0958904109589,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1156,1,1,1,0,29.97808219178082,1.1287671232876713,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1157,0,1,1,0,39.44931506849315,3.468493150684932,1,0,0,1,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1158,1,1,1,2,36.89041095890411,2.2986301369863016,1,0,1,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1159,0,0,1,2,37.35068493150685,4.635616438356164,1,0,1,0,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1160,0,0,1,0,57.106849315068494,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1161,1,1,1,1,50.00547945205479,0.7178082191780822,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1162,0,0,0,0,52.397260273972606,-1000.6657534246576,1,0,0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
1163,1,0,0,0,31.778082191780825,1.9671232876712328,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1164,0,0,0,0,47.15890410958904,3.1315068493150684,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1165,0,0,1,1,30.7013698630137,6.887671232876713,1,0,0,1,3.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1166,1,1,1,2,29.019178082191782,1.1287671232876713,1,1,1,1,4.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1167,0,0,1,0,44.57260273972603,3.72054794520548,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
1168,0,1,1,0,47.67671232876712,8.638356164383561,1,0,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1169,0,1,1,0,47.67671232876712,8.638356164383561,1,0,1,0,2.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1170,0,1,1,1,28.90684931506849,8.219178082191782,1,0,0,1,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1171,0,0,1,0,55.81095890410959,-1000.6657534246576,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1172,1,1,1,0,44.75890410958904,7.471232876712329,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1173,0,0,1,0,33.64657534246575,4.131506849315069,1,0,0,1,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1174,0,0,0,0,49.48219178082192,2.3808219178082197,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1175,1,1,1,0,51.67397260273973,4.054794520547945,1,1,1,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1176,0,0,1,0,52.74794520547945,23.145205479452056,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1177,0,0,1,0,35.02191780821918,3.3013698630136985,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1178,0,1,1,1,39.989041095890414,5.383561643835616,1,0,0,0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1179,0,0,1,0,65.07123287671233,-1000.6657534246576,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
1180,0,1,1,0,36.586301369863016,7.471232876712329,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1181,0,0,1,0,46.97808219178082,10.471232876712328,1,0,1,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1182,1,1,1,0,43.76164383561644,5.550684931506849,1,0,0,1,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1183,0,0,1,0,51.013698630136986,5.216438356164384,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1184,0,0,1,1,59.54794520547945,-1000.6657534246576,1,0,0,0,3.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1185,1,1,1,0,30.816438356164383,6.550684931506849,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1186,0,1,1,0,41.536986301369865,19.56164383561644,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1187,0,0,1,0,43.62465753424657,2.632876712328767,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1188,0,0,1,0,62.04383561643836,14.473972602739726,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1189,0,0,1,1,22.03013698630137,3.887671232876712,1,0,1,1,3.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1190,0,0,1,0,48.86301369863013,3.468493150684932,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1191,0,0,1,0,39.93698630136986,6.216438356164384,1,0,0,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1192,0,0,1,0,33.673972602739724,2.884931506849315,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1193,0,0,0,0,43.4027397260274,3.887671232876712,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
1194,0,1,0,1,34.97808219178082,12.64109589041096,1,0,0,0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1195,0,0,1,0,60.276712328767125,4.216438356164384,1,1,1,0,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1196,1,1,0,0,33.78082191780822,14.975342465753425,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1197,0,0,0,0,50.41369863013698,5.887671232876713,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1198,1,1,1,1,36.06849315068493,2.8,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
1199,1,0,1,0,56.68219178082192,-1000.6657534246576,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
1200,0,1,1,0,54.68493150684932,15.558904109589042,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1201,1,0,1,1,49.54794520547945,3.3013698630136985,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1202,1,0,1,1,29.945205479452056,2.128767123287671,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1203,0,1,1,1,30.13150684931507,6.887671232876713,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1204,0,1,1,1,30.13150684931507,6.887671232876713,1,0,0,0,3.0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1205,0,0,1,1,26.78904109589041,7.972602739726027,1,1,0,1,3.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1206,1,1,1,0,51.23287671232877,20.646575342465752,1,0,0,0,2.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1207,0,0,0,0,63.06575342465754,-1000.6657534246576,1,0,0,0,1.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
1208,1,1,1,0,59.11232876712329,2.8,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1209,1,0,1,1,28.912328767123288,2.8,1,0,0,0,3.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
1210,0,0,1,0,54.602739726027394,9.057534246575342,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1211,1,1,0,0,58.54520547945206,33.56986301369863,1,0,1,0,2.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1212,0,0,1,0,58.12328767123287,2.213698630136986,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1213,0,1,1,0,50.01643835616439,6.550684931506849,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
1214,1,1,0,1,31.18904109589041,5.383561643835616,1,1,1,0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1215,0,0,1,0,53.1013698630137,9.183561643835615,1,0,0,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1216,1,1,1,0,42.05205479452055,16.564383561643837,1,1,0,0,2.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
1217,0,0,0,0,38.81369863013698,4.972602739726027,1,1,0,0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1218,0,0,0,0,26.7013698630137,3.473972602739726,1,0,1,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1219,1,1,0,0,29.46849315068493,5.972602739726027,1,0,1,0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1220,0,1,0,0,53.153424657534245,13.893150684931507,1,1,1,0,2.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1221,0,0,0,1,28.145205479452056,9.561643835616438,1,1,1,0,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1222,0,0,1,0,54.87671232876713,7.142465753424657,1,0,0,0,1.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
1223,1,1,1,1,41.74246575342466,0.5534246575342465,1,1,1,0,3.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1224,0,0,1,0,27.28219178082192,3.052054794520548,1,0,0,1,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1225,1,1,0,2,42.4,7.887671232876713,1,0,1,0,4.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
